DATE,BAA10YM,CPIAUCSL,FEDFUNDS,HOUST,INDPRO,INTDSRUSM193N,ISRATIO,M2SL,MTSDS133FMS,PAYEMS,PCE,T10Y2YM,T10YFFM,UMCSENT,UNRATE,USSLIND,A191RL1Q225SBEA,A191RO1Q156NBEA,GDPC1,GFDEGDQ188S,GPDI,PCEC
1919-01-01,,,,,,,,,,,,,,,,,,,,,,
1919-02-01,,,,,,,,,,,,,,,,,,,,,,
1919-03-01,,,,,,,,,,,,,,,,,,,,,,
1919-04-01,,,,,,,,,,,,,,,,,,,,,,
1919-05-01,,,,,,,,,,,,,,,,,,,,,,
1919-06-01,,,,,,,,,,,,,,,,,,,,,,
1919-07-01,,,,,,,,,,,,,,,,,,,,,,
1919-08-01,,,,,,,,,,,,,,,,,,,,,,
1919-09-01,,,,,,,,,,,,,,,,,,,,,,
1919-10-01,,,,,,,,,,,,,,,,,,,,,,
1919-11-01,,,,,,,,,,,,,,,,,,,,,,
1919-12-01,,,,,,,,,,,,,,,,,,,,,,
1920-01-01,,,,,15.469635304444962,,,,,,,,,,,,,,,,,
1920-02-01,,,,,20.810720547716443,,,,,,,,,,,,,,,,,
1920-03-01,,,,,22.02304187086237,,,,,,,,,,,,,,,,,
1920-04-01,,,,,13.449477351916372,,,,,,,,,,,,,,,,,
1920-05-01,,,,,15.697430298958693,,,,,,,,,,,,,,,,,
1920-06-01,,,,,9.836615493902666,,,,,,,,,,,,,,,,,
1920-07-01,,,,,1.0311964857419476,,,,,,,,,,,,,,,,,
1920-08-01,,,,,0.0,,,,,,,,,,,,,,,,,
1920-09-01,,,,,-1.5548113083989734,,,,,,,,,,,,,,,,,
1920-10-01,,,,,-4.71139848373131,,,,,,,,,,,,,,,,,
1920-11-01,,,,,-11.169374975990165,,,,,,,,,,,,,,,,,
1920-12-01,,,,,-17.800086968029795,,,,,,,,,,,,,,,,,
1921-01-01,,,,,-29.187255952175274,,,,,,,,,,,,,,,,,
1921-02-01,,,,,-30.621306886900022,,,,,,,,,,,,,,,,,
